,Longitude,Latitude,number of cities,total population,min distance,max distance,name of the nearest city,"coordinates of the nearest city (lat,lng)",distance list,population list,cities name,cities locations,total   population
4041,-120.3730606943171,36.60493282033668,2.0,802330.0,64.8225,66.35260000000001,Madera,"(36.963, -120.0778)","[64.8225, 66.35260000000001]","[82772, 719558]","['Madera', 'Fresno']","[(36.963, -120.0778), (36.783, -119.7939)]",
4042,-120.24362535216244,36.3898375617537,2.0,178231.0,74.1283,78.04889999999999,Hanford,"(36.3274, -119.6549)","[74.1283, 78.04889999999999]","[95459, 82772]","['Hanford', 'Madera']","[(36.3274, -119.6549), (36.963, -120.0778)]",
4043,-120.15733512405936,37.093785680752525,2.0,240389.0,20.796200000000002,39.300599999999996,Madera,"(36.963, -120.0778)","[20.796200000000002, 39.300599999999996]","[82772, 157617]","['Madera', 'Merced']","[(36.963, -120.0778), (37.3057, -120.4779)]",
4044,-120.04947233893049,35.3534694976721,1.0,142230.0,135.4211,135.4211,Santa Maria,"(34.9333, -120.4431)",[135.4211],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4045,-120.04947233893049,35.37302361208874,1.0,142230.0,134.9775,134.9775,Santa Maria,"(34.9333, -120.4431)",[134.9775],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4046,-120.02789978190472,35.37302361208874,1.0,142230.0,140.3585,140.3585,Santa Maria,"(34.9333, -120.4431)",[140.3585],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4047,-119.9416095538016,36.057417616670925,2.0,815017.0,43.9074,86.1412,Hanford,"(36.3274, -119.6549)","[43.9074, 86.1412]","[95459, 719558]","['Hanford', 'Fresno']","[(36.3274, -119.6549), (36.783, -119.7939)]",
4048,-119.92003699677583,35.31436126883883,1.0,142230.0,151.7202,151.7202,Santa Maria,"(34.9333, -120.4431)",[151.7202],[142230],['Santa Maria'],"[(34.9333, -120.4431)]",
4049,-119.59644864138922,35.236144811172295,1.0,590845.0,72.084,72.084,Bakersfield,"(35.3529, -119.0359)",[72.084],[590845],['Bakersfield'],"[(35.3529, -119.0359)]",
4050,-119.57487608436344,35.62722709950498,2.0,686304.0,72.38210000000001,111.118,Bakersfield,"(35.3529, -119.0359)","[72.38210000000001, 111.118]","[590845, 95459]","['Bakersfield', 'Hanford']","[(35.3529, -119.0359), (36.3274, -119.6549)]",
